Sequence_ID,Direction,Sender,Recipient,Packet_Type,Transmission_Timestamp
9976,DOWNLINK,0,"25,",CNTRL-CTS,0.009726822602374076
9977,UPLINK,25,0,DATA-ULDATA,0.009726822602374076
9978,DOWNLINK,0,"25,",CNTRL-ACK,0.009728554194003753
10005,DOWNLINK,0,"9,22,",CNTRL-CTA,0.009752539717385609
10006,UPLINK,22,0,CNTRL-RTS,0.009752554204421874
10007,DOWNLINK,0,"22,",CNTRL-CTS,0.009753462237515682
10008,UPLINK,22,0,DATA-ULDATA,0.009753462237515682
10009,DOWNLINK,0,"22,",CNTRL-ACK,0.009755193829145359
10039,DOWNLINK,0,"16,18,",CNTRL-CTA,0.009781946912917429
10040,UPLINK,18,0,CNTRL-RTS,0.009781994491654303
10041,DOWNLINK,0,"18,",CNTRL-CTS,0.009782869433047502
10042,UPLINK,18,0,DATA-ULDATA,0.009782869433047502
10043,DOWNLINK,0,"18,",CNTRL-ACK,0.009784601024677179
10106,DOWNLINK,0,"9,22,",CNTRL-CTA,0.009841797272741605
10107,UPLINK,9,0,CNTRL-RTS,0.009841831539461441
10108,DOWNLINK,0,"9,",CNTRL-CTS,0.009842719792871678
10109,UPLINK,9,0,DATA-ULDATA,0.009842719792871678
10110,DOWNLINK,0,"9,",CNTRL-ACK,0.009844451384501355
10155,DOWNLINK,0,"6,",CNTRL-CTA,0.009885042270224496
10156,UPLINK,6,0,CNTRL-RTS,0.009885064330585419
10157,DOWNLINK,0,"6,",CNTRL-CTS,0.009885964790354569
10158,UPLINK,6,0,DATA-ULDATA,0.009885964790354569
10159,DOWNLINK,0,"6,",CNTRL-ACK,0.009887696381984246
10180,DOWNLINK,0,"25,",CNTRL-CTA,0.009906146784585674
10181,UPLINK,25,0,CNTRL-RTS,0.00990618659131206
10182,DOWNLINK,0,"25,",CNTRL-CTS,0.009907069304715747
10183,UPLINK,25,0,DATA-ULDATA,0.009907069304715747
10184,DOWNLINK,0,"25,",CNTRL-ACK,0.009908800896345424
10236,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.009955849422979064
10237,UPLINK,10,0,CNTRL-RTS,0.009955871206568385
10238,DOWNLINK,0,"10,",CNTRL-CTS,0.009956771943109137
10239,UPLINK,10,0,DATA-ULDATA,0.009956771943109137
10240,DOWNLINK,0,"10,",CNTRL-ACK,0.009958503534738814
10263,DOWNLINK,0,"20,",CNTRL-CTA,0.009978798977600385
10264,UPLINK,20,0,CNTRL-RTS,0.009978837014794515
10265,DOWNLINK,0,"20,",CNTRL-CTS,0.009979721497730458
10266,UPLINK,20,0,DATA-ULDATA,0.009979721497730458
10267,DOWNLINK,0,"20,",CNTRL-ACK,0.009981453089360135
10281,DOWNLINK,0,"9,22,",CNTRL-CTA,0.009993445851051063
10282,UPLINK,22,0,CNTRL-RTS,0.009993460338087328
10283,DOWNLINK,0,"22,",CNTRL-CTS,0.009994368371181136
10284,UPLINK,22,0,DATA-ULDATA,0.009994368371181136
10285,DOWNLINK,0,"22,",CNTRL-ACK,0.009996099962810813
10467,DOWNLINK,0,"5,27,",CNTRL-CTA,0.010163076106353733
10468,UPLINK,5,0,CNTRL-RTS,0.010163090402586955
10469,DOWNLINK,0,"5,",CNTRL-CTS,0.010163998626483806
10470,UPLINK,5,0,DATA-ULDATA,0.010163998626483806
10471,DOWNLINK,0,"5,",CNTRL-ACK,0.010165730218113483
10541,DOWNLINK,0,"25,",CNTRL-CTA,0.010229384107088409
10542,UPLINK,25,0,CNTRL-RTS,0.010229423913814794
10543,DOWNLINK,0,"25,",CNTRL-CTS,0.010230306627218482
10544,UPLINK,25,0,DATA-ULDATA,0.010230306627218482
10545,DOWNLINK,0,"25,",CNTRL-ACK,0.010232038218848159
10574,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.010257868782490158
10575,UPLINK,13,0,CNTRL-RTS,0.01025788683243182
10576,DOWNLINK,0,"13,",CNTRL-CTS,0.01025879130262023
10577,UPLINK,13,0,DATA-ULDATA,0.01025879130262023
10578,DOWNLINK,0,"13,",CNTRL-ACK,0.010260522894249908
10580,DOWNLINK,0,"25,",CNTRL-CTA,0.01026144541437998
10581,UPLINK,25,0,CNTRL-RTS,0.010261485221106365
10582,DOWNLINK,0,"25,",CNTRL-CTS,0.010262367934510052
10583,UPLINK,25,0,DATA-ULDATA,0.010262367934510052
10584,DOWNLINK,0,"25,",CNTRL-ACK,0.01026409952613973
10607,DOWNLINK,0,"5,27,",CNTRL-CTA,0.0102843949690013
10608,UPLINK,5,0,CNTRL-RTS,0.010284409265234521
10609,DOWNLINK,0,"5,",CNTRL-CTS,0.010285317489131373
10610,UPLINK,5,0,DATA-ULDATA,0.010285317489131373
10611,DOWNLINK,0,"5,",CNTRL-ACK,0.01028704908076105
10619,DOWNLINK,0,"25,",CNTRL-CTA,0.01029350672167155
10620,UPLINK,25,0,CNTRL-RTS,0.010293546528397935
10621,DOWNLINK,0,"25,",CNTRL-CTS,0.010294429241801623
10622,UPLINK,25,0,DATA-ULDATA,0.010294429241801623
10623,DOWNLINK,0,"25,",CNTRL-ACK,0.0102961608334313
10636,DOWNLINK,0,"20,",CNTRL-CTA,0.010307231074992157
10637,UPLINK,20,0,CNTRL-RTS,0.010307269112186287
10638,DOWNLINK,0,"20,",CNTRL-CTS,0.01030815359512223
10639,UPLINK,20,0,DATA-ULDATA,0.01030815359512223
10640,DOWNLINK,0,"20,",CNTRL-ACK,0.010309885186751907
10641,DOWNLINK,0,"12,21,",CNTRL-CTA,0.010309885186751907
10642,UPLINK,12,0,CNTRL-RTS,0.01030991613151259
10643,DOWNLINK,0,"12,",CNTRL-CTS,0.01031080770688198
10644,UPLINK,12,0,DATA-ULDATA,0.01031080770688198
10645,DOWNLINK,0,"12,",CNTRL-ACK,0.010312539298511657
10679,DOWNLINK,0,"24,",CNTRL-CTA,0.010342982462804013
10680,UPLINK,24,0,CNTRL-RTS,0.010343034408387755
10681,DOWNLINK,0,"24,",CNTRL-CTS,0.010343904982934086
10682,UPLINK,24,0,DATA-ULDATA,0.010343904982934086
10683,DOWNLINK,0,"24,",CNTRL-ACK,0.010345636574563763
10741,DOWNLINK,0,"20,",CNTRL-CTA,0.010398220221977832
10742,UPLINK,20,0,CNTRL-RTS,0.010398258259171962
10743,DOWNLINK,0,"20,",CNTRL-CTS,0.010399142742107905
10744,UPLINK,20,0,DATA-ULDATA,0.010399142742107905
10745,DOWNLINK,0,"20,",CNTRL-ACK,0.010400874333737582
10767,DOWNLINK,0,"3,",CNTRL-CTA,0.010420247256469081
10768,UPLINK,3,0,CNTRL-RTS,0.010420264023667468
10769,DOWNLINK,0,"3,",CNTRL-CTS,0.010421169776599154
10770,UPLINK,3,0,DATA-ULDATA,0.010421169776599154
10771,DOWNLINK,0,"3,",CNTRL-ACK,0.010422901368228831
10786,DOWNLINK,0,"15,26,",CNTRL-CTA,0.01043581665004983
10787,UPLINK,26,0,CNTRL-RTS,0.01043582909607405
10788,DOWNLINK,0,"26,",CNTRL-CTS,0.010436739170179904
10789,UPLINK,26,0,DATA-ULDATA,0.010436739170179904
10790,DOWNLINK,0,"26,",CNTRL-ACK,0.01043847076180958
10803,DOWNLINK,0,"7,",CNTRL-CTA,0.010449541003370437
10804,UPLINK,7,0,CNTRL-RTS,0.01044959343730921
10805,DOWNLINK,0,"7,",CNTRL-CTS,0.01045046352350051
10806,UPLINK,7,0,DATA-ULDATA,0.01045046352350051
10807,DOWNLINK,0,"7,",CNTRL-ACK,0.010452195115130188
10908,DOWNLINK,0,"23,",CNTRL-CTA,0.010544447128137326
10909,UPLINK,23,0,CNTRL-RTS,0.010544501792300681
10910,DOWNLINK,0,"23,",CNTRL-CTS,0.010545369648267399
10911,UPLINK,23,0,DATA-ULDATA,0.010545369648267399
10912,DOWNLINK,0,"23,",CNTRL-ACK,0.010547101239897076
10932,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.010564629122368432
10933,UPLINK,14,0,CNTRL-RTS,0.01056467619124056
10934,DOWNLINK,0,"14,",CNTRL-CTS,0.010565551642498505
10935,UPLINK,14,0,DATA-ULDATA,0.010565551642498505
10936,DOWNLINK,0,"14,",CNTRL-ACK,0.010567283234128182
10942,DOWNLINK,0,"3,",CNTRL-CTA,0.01057189583477854
10943,UPLINK,3,0,CNTRL-RTS,0.010571912601976926
10944,DOWNLINK,0,"3,",CNTRL-CTS,0.010572818354908612
10945,UPLINK,3,0,DATA-ULDATA,0.010572818354908612
10946,DOWNLINK,0,"3,",CNTRL-ACK,0.01057454994653829
10971,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.010596690429660003
10972,UPLINK,17,0,CNTRL-RTS,0.010596738319115721
10973,DOWNLINK,0,"17,",CNTRL-CTS,0.010597612949790076
10974,UPLINK,17,0,DATA-ULDATA,0.010597612949790076
10975,DOWNLINK,0,"17,",CNTRL-ACK,0.010599344541419753
11044,DOWNLINK,0,"4,",CNTRL-CTA,0.010662075910264607
11045,UPLINK,4,0,CNTRL-RTS,0.010662108346365006
11046,DOWNLINK,0,"4,",CNTRL-CTS,0.01066299843039468
11047,UPLINK,4,0,DATA-ULDATA,0.01066299843039468
11048,DOWNLINK,0,"4,",CNTRL-ACK,0.010664730022024357
11064,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.010678567823975428
11065,UPLINK,11,0,CNTRL-RTS,0.010678620984237903
11066,DOWNLINK,0,"11,",CNTRL-CTS,0.0106794903441055
11067,UPLINK,11,0,DATA-ULDATA,0.0106794903441055
11068,DOWNLINK,0,"11,",CNTRL-ACK,0.010681221935735178
11141,DOWNLINK,0,"7,",CNTRL-CTA,0.010747643385100317
11142,UPLINK,7,0,CNTRL-RTS,0.01074769581903909
11143,DOWNLINK,0,"7,",CNTRL-CTS,0.01074856590523039
11144,UPLINK,7,0,DATA-ULDATA,0.01074856590523039
11145,DOWNLINK,0,"7,",CNTRL-ACK,0.010750297496860068
11186,DOWNLINK,0,"19,",CNTRL-CTA,0.010787198302062923
11187,UPLINK,19,0,CNTRL-RTS,0.010787237771682003
11188,DOWNLINK,0,"19,",CNTRL-CTS,0.010788120822192996
11189,UPLINK,19,0,DATA-ULDATA,0.010788120822192996
11190,DOWNLINK,0,"19,",CNTRL-ACK,0.010789852413822673
11286,DOWNLINK,0,"12,21,",CNTRL-CTA,0.010877491826179454
11287,UPLINK,12,0,CNTRL-RTS,0.010877522770940137
11288,DOWNLINK,0,"12,",CNTRL-CTS,0.010878414346309527
11289,UPLINK,12,0,DATA-ULDATA,0.010878414346309527
11290,DOWNLINK,0,"12,",CNTRL-ACK,0.010880145937939205
11297,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.010885681058719633
11298,UPLINK,8,0,CNTRL-RTS,0.010885734375173744
11299,DOWNLINK,0,"8,",CNTRL-CTS,0.010886603578849706
11300,UPLINK,8,0,DATA-ULDATA,0.010886603578849706
11301,DOWNLINK,0,"8,",CNTRL-ACK,0.010888335170479383
11303,DOWNLINK,0,"5,27,",CNTRL-CTA,0.010889257690609454
11304,UPLINK,5,0,CNTRL-RTS,0.010889271986842676
11305,DOWNLINK,0,"5,",CNTRL-CTS,0.010890180210739528
11306,UPLINK,5,0,DATA-ULDATA,0.010890180210739528
11307,DOWNLINK,0,"5,",CNTRL-ACK,0.010891911802369205
11336,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.010917742366011203
11337,UPLINK,10,0,CNTRL-RTS,0.010917764149600525
11338,DOWNLINK,0,"10,",CNTRL-CTS,0.010918664886141276
11339,UPLINK,10,0,DATA-ULDATA,0.010918664886141276
11340,DOWNLINK,0,"10,",CNTRL-ACK,0.010920396477770954
11407,DOWNLINK,0,"16,18,",CNTRL-CTA,0.010981282806355665
11408,UPLINK,18,0,CNTRL-RTS,0.010981330385092539
11409,DOWNLINK,0,"18,",CNTRL-CTS,0.010982205326485738
11410,UPLINK,18,0,DATA-ULDATA,0.010982205326485738
11411,DOWNLINK,0,"18,",CNTRL-ACK,0.010983936918115415
11412,DOWNLINK,0,"9,22,",CNTRL-CTA,0.010983936918115415
11413,UPLINK,22,0,CNTRL-RTS,0.01098395140515168
11414,DOWNLINK,0,"22,",CNTRL-CTS,0.010984859438245488
11415,UPLINK,22,0,DATA-ULDATA,0.010984859438245488
11416,DOWNLINK,0,"22,",CNTRL-ACK,0.010986591029875165
11437,DOWNLINK,0,"24,",CNTRL-CTA,0.011005041432476593
11438,UPLINK,24,0,CNTRL-RTS,0.011005093378060335
11439,DOWNLINK,0,"24,",CNTRL-CTS,0.011005963952606666
11440,UPLINK,24,0,DATA-ULDATA,0.011005963952606666
11441,DOWNLINK,0,"24,",CNTRL-ACK,0.011007695544236343
11453,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.011017843265667128
11454,UPLINK,14,0,CNTRL-RTS,0.011017890334539256
11455,DOWNLINK,0,"14,",CNTRL-CTS,0.011018765785797201
11456,UPLINK,14,0,DATA-ULDATA,0.011018765785797201
11457,DOWNLINK,0,"14,",CNTRL-ACK,0.011020497377426879
11476,DOWNLINK,0,"24,",CNTRL-CTA,0.011037102739768163
11477,UPLINK,24,0,CNTRL-RTS,0.011037154685351906
11478,DOWNLINK,0,"24,",CNTRL-CTS,0.011038025259898237
11479,UPLINK,24,0,DATA-ULDATA,0.011038025259898237
11480,DOWNLINK,0,"24,",CNTRL-ACK,0.011039756851527914
11505,DOWNLINK,0,"19,",CNTRL-CTA,0.011061897334649627
11506,UPLINK,19,0,CNTRL-RTS,0.011061936804268707
11507,DOWNLINK,0,"19,",CNTRL-CTS,0.0110628198547797
11508,UPLINK,19,0,DATA-ULDATA,0.0110628198547797
11509,DOWNLINK,0,"19,",CNTRL-ACK,0.011064551446409377
11643,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.01118724662370887
11644,UPLINK,8,0,CNTRL-RTS,0.011187299940162982
11645,DOWNLINK,0,"8,",CNTRL-CTS,0.011188169143838944
11646,UPLINK,8,0,DATA-ULDATA,0.011188169143838944
11647,DOWNLINK,0,"8,",CNTRL-ACK,0.011189900735468621
11664,DOWNLINK,0,"1,",CNTRL-CTA,0.011204661057549763
11665,UPLINK,1,0,CNTRL-RTS,0.011204715149634694
11666,DOWNLINK,0,"1,",CNTRL-CTS,0.011205583577679836
11667,UPLINK,1,0,DATA-ULDATA,0.011205583577679836
11668,DOWNLINK,0,"1,",CNTRL-ACK,0.011207315169309513
11723,DOWNLINK,0,"25,",CNTRL-CTA,0.011257131256333368
11724,UPLINK,25,0,CNTRL-RTS,0.011257171063059753
11725,DOWNLINK,0,"25,",CNTRL-CTS,0.011258053776463441
11726,UPLINK,25,0,DATA-ULDATA,0.011258053776463441
11727,DOWNLINK,0,"25,",CNTRL-ACK,0.011259785368093118
11738,DOWNLINK,0,"19,",CNTRL-CTA,0.011269010569393832
11739,UPLINK,19,0,CNTRL-RTS,0.011269050039012912
11740,DOWNLINK,0,"19,",CNTRL-CTS,0.011269933089523905
11741,UPLINK,19,0,DATA-ULDATA,0.011269933089523905
11742,DOWNLINK,0,"19,",CNTRL-ACK,0.011271664681153582
11820,DOWNLINK,0,"9,22,",CNTRL-CTA,0.011342698731169078
11821,UPLINK,22,0,CNTRL-RTS,0.011342713218205343
11822,DOWNLINK,0,"22,",CNTRL-CTS,0.011343621251299152
11823,UPLINK,22,0,DATA-ULDATA,0.011343621251299152
11824,DOWNLINK,0,"22,",CNTRL-ACK,0.011345352842928829
11855,DOWNLINK,0,"9,22,",CNTRL-CTA,0.01137302844683097
11856,UPLINK,22,0,CNTRL-RTS,0.011373042933867235
11857,DOWNLINK,0,"22,",CNTRL-CTS,0.011373950966961043
11858,UPLINK,22,0,DATA-ULDATA,0.011373950966961043
11859,DOWNLINK,0,"22,",CNTRL-ACK,0.01137568255859072
11983,DOWNLINK,0,"9,22,",CNTRL-CTA,0.0114891525345895
11984,UPLINK,9,0,CNTRL-RTS,0.011489186801309337
11985,DOWNLINK,0,"9,",CNTRL-CTS,0.011490075054719573
11986,UPLINK,9,0,DATA-ULDATA,0.011490075054719573
11987,DOWNLINK,0,"9,",CNTRL-ACK,0.01149180664634925
12124,DOWNLINK,0,"23,",CNTRL-CTA,0.011617269384038958
12125,UPLINK,23,0,CNTRL-RTS,0.011617324048202314
12126,DOWNLINK,0,"23,",CNTRL-CTS,0.011618191904169031
12127,UPLINK,23,0,DATA-ULDATA,0.011618191904169031
12128,DOWNLINK,0,"23,",CNTRL-ACK,0.011619923495798708
12129,DOWNLINK,0,"6,",CNTRL-CTA,0.011619923495798708
12130,UPLINK,6,0,CNTRL-RTS,0.011619945556159632
12131,DOWNLINK,0,"6,",CNTRL-CTS,0.011620846015928782
12132,UPLINK,6,0,DATA-ULDATA,0.011620846015928782
12133,DOWNLINK,0,"6,",CNTRL-ACK,0.011622577607558459
12134,DOWNLINK,0,"19,",CNTRL-CTA,0.011622577607558459
12135,UPLINK,19,0,CNTRL-RTS,0.011622617077177539
12136,DOWNLINK,0,"19,",CNTRL-CTS,0.011623500127688532
12137,UPLINK,19,0,DATA-ULDATA,0.011623500127688532
12138,DOWNLINK,0,"19,",CNTRL-ACK,0.011625231719318209
12140,DOWNLINK,0,"20,",CNTRL-CTA,0.01162615423944828
12141,UPLINK,20,0,CNTRL-RTS,0.01162619227664241
12142,DOWNLINK,0,"20,",CNTRL-CTS,0.011627076759578353
12143,UPLINK,20,0,DATA-ULDATA,0.011627076759578353
12144,DOWNLINK,0,"20,",CNTRL-ACK,0.01162880835120803
12152,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.01163526599211853
12153,UPLINK,8,0,CNTRL-RTS,0.011635319308572641
12154,UPLINK,11,0,CNTRL-RTS,0.011635319152381005
12155,DOWNLINK,0,"8,11,",CNTRL-CTS,0.011636188512248603
12156,UPLINK,8,0,DATA-ULDATA,0.011636188512248603
12157,UPLINK,11,0,DATA-ULDATA,0.01163792010387828
12158,DOWNLINK,0,"8,11,",CNTRL-ACK,0.011639651695507958
12160,DOWNLINK,0,"5,27,",CNTRL-CTA,0.011640574215638029
12161,UPLINK,27,0,CNTRL-RTS,0.011640606364134352
12162,DOWNLINK,0,"27,",CNTRL-CTS,0.011641496735768102
12163,UPLINK,27,0,DATA-ULDATA,0.011641496735768102
12164,DOWNLINK,0,"27,",CNTRL-ACK,0.01164322832739778
12212,DOWNLINK,0,"23,",CNTRL-CTA,0.011686586773511134
12213,UPLINK,23,0,CNTRL-RTS,0.01168664143767449
12214,DOWNLINK,0,"23,",CNTRL-CTS,0.011687509293641207
12215,UPLINK,23,0,DATA-ULDATA,0.011687509293641207
12216,DOWNLINK,0,"23,",CNTRL-ACK,0.011689240885270884
12259,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.011727986730733882
12260,UPLINK,8,0,CNTRL-RTS,0.011728040047187993
12261,DOWNLINK,0,"8,",CNTRL-CTS,0.011728909250863956
12262,UPLINK,8,0,DATA-ULDATA,0.011728909250863956
12263,DOWNLINK,0,"8,",CNTRL-ACK,0.011730640842493633
12352,DOWNLINK,0,"24,",CNTRL-CTA,0.011811822613939914
12353,UPLINK,24,0,CNTRL-RTS,0.011811874559523657
12354,DOWNLINK,0,"24,",CNTRL-CTS,0.011812745134069987
12355,UPLINK,24,0,DATA-ULDATA,0.011812745134069987
12356,DOWNLINK,0,"24,",CNTRL-ACK,0.011814476725699664
12418,DOWNLINK,0,"24,",CNTRL-CTA,0.011870750453634019
12419,UPLINK,24,0,CNTRL-RTS,0.011870802399217761
12420,DOWNLINK,0,"24,",CNTRL-CTS,0.011871672973764092
12421,UPLINK,24,0,DATA-ULDATA,0.011871672973764092
12422,DOWNLINK,0,"24,",CNTRL-ACK,0.011873404565393769
12437,DOWNLINK,0,"7,",CNTRL-CTA,0.011886319847214768
12438,UPLINK,7,0,CNTRL-RTS,0.01188637228115354
12439,DOWNLINK,0,"7,",CNTRL-CTS,0.011887242367344841
12440,UPLINK,7,0,DATA-ULDATA,0.011887242367344841
12441,DOWNLINK,0,"7,",CNTRL-ACK,0.011888973958974518
12485,DOWNLINK,0,"12,21,",CNTRL-CTA,0.011928642324567588
12486,UPLINK,12,0,CNTRL-RTS,0.01192867326932827
12487,DOWNLINK,0,"12,",CNTRL-CTS,0.011929564844697661
12488,UPLINK,12,0,DATA-ULDATA,0.011929564844697661
12489,DOWNLINK,0,"12,",CNTRL-ACK,0.011931296436327338
12551,DOWNLINK,0,"12,21,",CNTRL-CTA,0.011987570164261692
12552,UPLINK,12,0,CNTRL-RTS,0.011987601109022375
12553,DOWNLINK,0,"12,",CNTRL-CTS,0.011988492684391765
12554,UPLINK,12,0,DATA-ULDATA,0.011988492684391765
12555,DOWNLINK,0,"12,",CNTRL-ACK,0.011990224276021443
12675,DOWNLINK,0,"6,",CNTRL-CTA,0.012100004171499937
12676,UPLINK,6,0,CNTRL-RTS,0.01210002623186086
12677,DOWNLINK,0,"6,",CNTRL-CTS,0.01210092669163001
12678,UPLINK,6,0,DATA-ULDATA,0.01210092669163001
12679,DOWNLINK,0,"6,",CNTRL-ACK,0.012102658283259687
12690,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.0121118834845604
12691,UPLINK,8,0,CNTRL-RTS,0.012111936801014512
12692,DOWNLINK,0,"8,",CNTRL-CTS,0.012112806004690474
12693,UPLINK,8,0,DATA-ULDATA,0.012112806004690474
12694,DOWNLINK,0,"8,",CNTRL-ACK,0.012114537596320151
12721,DOWNLINK,0,"24,",CNTRL-CTA,0.012138523119702007
12722,UPLINK,24,0,CNTRL-RTS,0.01213857506528575
12723,DOWNLINK,0,"24,",CNTRL-CTS,0.01213944563983208
12724,UPLINK,24,0,DATA-ULDATA,0.01213944563983208
12725,DOWNLINK,0,"24,",CNTRL-ACK,0.012141177231461757
12799,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.012208521200956968
12800,UPLINK,17,0,CNTRL-RTS,0.012208569090412687
12801,DOWNLINK,0,"17,",CNTRL-CTS,0.012209443721087041
12802,UPLINK,17,0,DATA-ULDATA,0.012209443721087041
12803,DOWNLINK,0,"17,",CNTRL-ACK,0.012211175312716718
12824,DOWNLINK,0,"15,26,",CNTRL-CTA,0.012229625715318146
12825,UPLINK,15,0,CNTRL-RTS,0.012229664813492032
12826,DOWNLINK,0,"15,",CNTRL-CTS,0.012230548235448219
12827,UPLINK,15,0,DATA-ULDATA,0.012230548235448219
12828,DOWNLINK,0,"15,",CNTRL-ACK,0.012232279827077896
12830,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.012233202347207968
12831,UPLINK,10,0,CNTRL-RTS,0.012233224130797289
12832,DOWNLINK,0,"10,",CNTRL-CTS,0.01223412486733804
12833,UPLINK,10,0,DATA-ULDATA,0.01223412486733804
12834,DOWNLINK,0,"10,",CNTRL-ACK,0.012235856458967718
12861,DOWNLINK,0,"24,",CNTRL-CTA,0.012259841982349574
12862,UPLINK,24,0,CNTRL-RTS,0.012259893927933316
12863,DOWNLINK,0,"24,",CNTRL-CTS,0.012260764502479647
12864,UPLINK,24,0,DATA-ULDATA,0.012260764502479647
12865,DOWNLINK,0,"24,",CNTRL-ACK,0.012262496094109324
12877,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.01227264381554011
12878,UPLINK,2,0,CNTRL-RTS,0.012272686399369943
12879,DOWNLINK,0,"2,",CNTRL-CTS,0.012273566335670182
12880,UPLINK,2,0,DATA-ULDATA,0.012273566335670182
12881,DOWNLINK,0,"2,",CNTRL-ACK,0.01227529792729986
12923,DOWNLINK,0,"23,",CNTRL-CTA,0.012313121252632786
12924,UPLINK,23,0,CNTRL-RTS,0.012313175916796142
12925,DOWNLINK,0,"23,",CNTRL-CTS,0.012314043772762859
12926,UPLINK,23,0,DATA-ULDATA,0.012314043772762859
12927,DOWNLINK,0,"23,",CNTRL-ACK,0.012315775364392536
12941,DOWNLINK,0,"5,27,",CNTRL-CTA,0.012327768126083464
12942,UPLINK,27,0,CNTRL-RTS,0.012327800274579788
12943,DOWNLINK,0,"27,",CNTRL-CTS,0.012328690646213537
12944,UPLINK,27,0,DATA-ULDATA,0.012328690646213537
12945,DOWNLINK,0,"27,",CNTRL-ACK,0.012330422237843214
12967,DOWNLINK,0,"12,21,",CNTRL-CTA,0.012349795160574713
12968,UPLINK,12,0,CNTRL-RTS,0.012349826105335396
12969,DOWNLINK,0,"12,",CNTRL-CTS,0.012350717680704787
12970,UPLINK,12,0,DATA-ULDATA,0.012350717680704787
12971,DOWNLINK,0,"12,",CNTRL-ACK,0.012352449272334464
13015,DOWNLINK,0,"9,22,",CNTRL-CTA,0.012392117637927533
13016,UPLINK,9,0,CNTRL-RTS,0.01239215190464737
13017,DOWNLINK,0,"9,",CNTRL-CTS,0.012393040158057606
13018,UPLINK,9,0,DATA-ULDATA,0.012393040158057606
13019,DOWNLINK,0,"9,",CNTRL-ACK,0.012394771749687283
13083,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.01245289051788178
13084,UPLINK,13,0,CNTRL-RTS,0.012452908567823443
13085,DOWNLINK,0,"13,",CNTRL-CTS,0.012453813038011853
13086,UPLINK,13,0,DATA-ULDATA,0.012453813038011853
13087,DOWNLINK,0,"13,",CNTRL-ACK,0.01245554462964153
13201,DOWNLINK,0,"15,26,",CNTRL-CTA,0.012559789404339597
13202,UPLINK,26,0,CNTRL-RTS,0.012559801850363816
13203,DOWNLINK,0,"26,",CNTRL-CTS,0.01256071192446967
13204,UPLINK,26,0,DATA-ULDATA,0.01256071192446967
13205,DOWNLINK,0,"26,",CNTRL-ACK,0.012562443516099347
13275,DOWNLINK,0,"9,22,",CNTRL-CTA,0.012626097405074272
13276,UPLINK,9,0,CNTRL-RTS,0.012626131671794109
13277,DOWNLINK,0,"9,",CNTRL-CTS,0.012627019925204345
13278,UPLINK,9,0,DATA-ULDATA,0.012627019925204345
13279,DOWNLINK,0,"9,",CNTRL-ACK,0.012628751516834022
13340,DOWNLINK,0,"16,18,",CNTRL-CTA,0.012684102724638305
13341,UPLINK,18,0,CNTRL-RTS,0.012684150303375179
13342,DOWNLINK,0,"18,",CNTRL-CTS,0.012685025244768378
13343,UPLINK,18,0,DATA-ULDATA,0.012685025244768378
13344,DOWNLINK,0,"18,",CNTRL-ACK,0.012686756836398055
13359,DOWNLINK,0,"6,",CNTRL-CTA,0.012699672118219055
13360,UPLINK,6,0,CNTRL-RTS,0.012699694178579978
13361,DOWNLINK,0,"6,",CNTRL-CTS,0.012700594638349128
13362,UPLINK,6,0,DATA-ULDATA,0.012700594638349128
13363,DOWNLINK,0,"6,",CNTRL-ACK,0.012702326229978805
13438,DOWNLINK,0,"5,27,",CNTRL-CTA,0.012770592719604087
13439,UPLINK,5,0,CNTRL-RTS,0.012770607015837309
13440,DOWNLINK,0,"5,",CNTRL-CTS,0.01277151523973416
13441,UPLINK,5,0,DATA-ULDATA,0.01277151523973416
13442,DOWNLINK,0,"5,",CNTRL-ACK,0.012773246831363837
13471,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.012799077395005836
13472,UPLINK,8,0,CNTRL-RTS,0.012799130711459947
13473,DOWNLINK,0,"8,",CNTRL-CTS,0.01279999991513591
13474,UPLINK,8,0,DATA-ULDATA,0.01279999991513591
13475,DOWNLINK,0,"8,",CNTRL-ACK,0.012801731506765586
13477,DOWNLINK,0,"5,27,",CNTRL-CTA,0.012802654026895658
13478,UPLINK,5,0,CNTRL-RTS,0.01280266832312888
13479,DOWNLINK,0,"5,",CNTRL-CTS,0.01280357654702573
13480,UPLINK,5,0,DATA-ULDATA,0.01280357654702573
13481,DOWNLINK,0,"5,",CNTRL-ACK,0.012805308138655408
13496,DOWNLINK,0,"1,",CNTRL-CTA,0.012818223420476407
