Sequence_ID,Direction,Sender,Recipient,Packet_Type,Transmission_Timestamp
92385,DOWNLINK,0,"16,",CNTRL-CTS,0.08206715301993071
92386,UPLINK,16,0,DATA-ULDATA,0.08206715301993071
92387,DOWNLINK,0,"16,",CNTRL-ACK,0.0820688846115604
92551,DOWNLINK,0,"3,",CNTRL-CTA,0.08221925539276316
92552,UPLINK,3,0,CNTRL-RTS,0.08221927215996154
92553,DOWNLINK,0,"3,",CNTRL-CTS,0.08222017791289322
92554,UPLINK,3,0,DATA-ULDATA,0.08222017791289322
92555,DOWNLINK,0,"3,",CNTRL-ACK,0.0822219095045229
92580,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.08224404998764479
92581,UPLINK,13,0,CNTRL-RTS,0.08224406803758644
92582,UPLINK,17,0,CNTRL-RTS,0.0822440978771005
92583,DOWNLINK,0,"13,17,",CNTRL-CTS,0.08224497250777485
92584,UPLINK,13,0,DATA-ULDATA,0.08224497250777485
92585,UPLINK,17,0,DATA-ULDATA,0.08224670409940453
92586,DOWNLINK,0,"13,17,",CNTRL-ACK,0.08224843569103421
92645,DOWNLINK,0,"16,18,",CNTRL-CTA,0.08230194185857875
92646,UPLINK,16,0,CNTRL-RTS,0.08230198460879205
92647,DOWNLINK,0,"16,",CNTRL-CTS,0.08230286437870882
92648,UPLINK,16,0,DATA-ULDATA,0.08230286437870882
92649,DOWNLINK,0,"16,",CNTRL-ACK,0.0823045959703385
92730,DOWNLINK,0,"12,21,",CNTRL-CTA,0.08237839758074476
92731,UPLINK,12,0,CNTRL-RTS,0.08237842852550545
92732,DOWNLINK,0,"12,",CNTRL-CTS,0.08237932010087483
92733,UPLINK,12,0,DATA-ULDATA,0.08237932010087483
92734,DOWNLINK,0,"12,",CNTRL-ACK,0.08238105169250451
92840,DOWNLINK,0,"9,22,",CNTRL-CTA,0.08247791630616273
92841,UPLINK,22,0,CNTRL-RTS,0.082477930793199
92842,DOWNLINK,0,"22,",CNTRL-CTS,0.0824788388262928
92843,UPLINK,22,0,DATA-ULDATA,0.0824788388262928
92844,DOWNLINK,0,"22,",CNTRL-ACK,0.08248057041792248
92848,DOWNLINK,0,"25,",CNTRL-CTA,0.08248333797831271
92849,UPLINK,25,0,CNTRL-RTS,0.08248337778503909
92850,DOWNLINK,0,"25,",CNTRL-CTS,0.08248426049844278
92851,UPLINK,25,0,DATA-ULDATA,0.08248426049844278
92852,DOWNLINK,0,"25,",CNTRL-ACK,0.08248599209007246
92875,DOWNLINK,0,"5,27,",CNTRL-CTA,0.08250628753293418
92876,UPLINK,5,0,CNTRL-RTS,0.08250630182916739
92877,DOWNLINK,0,"5,",CNTRL-CTS,0.08250721005306424
92878,UPLINK,5,0,DATA-ULDATA,0.08250721005306424
92879,DOWNLINK,0,"5,",CNTRL-ACK,0.08250894164469393
92916,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.08254215236937675
92917,UPLINK,17,0,CNTRL-RTS,0.08254220025883247
92918,DOWNLINK,0,"17,",CNTRL-CTS,0.08254307488950681
92919,UPLINK,17,0,DATA-ULDATA,0.08254307488950681
92920,DOWNLINK,0,"17,",CNTRL-ACK,0.08254480648113649
92922,DOWNLINK,0,"25,",CNTRL-CTA,0.08254572900126657
92923,UPLINK,25,0,CNTRL-RTS,0.08254576880799294
92924,DOWNLINK,0,"25,",CNTRL-CTS,0.08254665152139663
92925,UPLINK,25,0,DATA-ULDATA,0.08254665152139663
92926,DOWNLINK,0,"25,",CNTRL-ACK,0.08254838311302631
92949,DOWNLINK,0,"5,27,",CNTRL-CTA,0.08256867855588804
92950,UPLINK,5,0,CNTRL-RTS,0.08256869285212125
92951,DOWNLINK,0,"5,",CNTRL-CTS,0.0825696010760181
92952,UPLINK,5,0,DATA-ULDATA,0.0825696010760181
92953,DOWNLINK,0,"5,",CNTRL-ACK,0.08257133266764778
93116,DOWNLINK,0,"25,",CNTRL-CTA,0.08272078092872047
93117,UPLINK,25,0,CNTRL-RTS,0.08272082073544684
93118,DOWNLINK,0,"25,",CNTRL-CTS,0.08272170344885053
93119,UPLINK,25,0,DATA-ULDATA,0.08272170344885053
93120,DOWNLINK,0,"25,",CNTRL-ACK,0.08272343504048021
93121,DOWNLINK,0,"7,",CNTRL-CTA,0.08272343504048021
93122,UPLINK,7,0,CNTRL-RTS,0.08272348747441897
93123,DOWNLINK,0,"7,",CNTRL-CTS,0.08272435756061028
93124,UPLINK,7,0,DATA-ULDATA,0.08272435756061028
93125,DOWNLINK,0,"7,",CNTRL-ACK,0.08272608915223996
93277,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.08286538969188179
93278,UPLINK,13,0,CNTRL-RTS,0.08286540774182344
93279,DOWNLINK,0,"13,",CNTRL-CTS,0.08286631221201185
93280,UPLINK,13,0,DATA-ULDATA,0.08286631221201185
93281,DOWNLINK,0,"13,",CNTRL-ACK,0.08286804380364153
93306,DOWNLINK,0,"5,27,",CNTRL-CTA,0.08289018428676341
93307,UPLINK,5,0,CNTRL-RTS,0.08289019858299662
93308,DOWNLINK,0,"5,",CNTRL-CTS,0.08289110680689347
93309,UPLINK,5,0,DATA-ULDATA,0.08289110680689347
93310,DOWNLINK,0,"5,",CNTRL-ACK,0.08289283839852316
93332,DOWNLINK,0,"12,21,",CNTRL-CTA,0.0829122113212548
93333,UPLINK,12,0,CNTRL-RTS,0.08291224226601548
93334,DOWNLINK,0,"12,",CNTRL-CTS,0.08291313384138486
93335,UPLINK,12,0,DATA-ULDATA,0.08291313384138486
93336,DOWNLINK,0,"12,",CNTRL-ACK,0.08291486543301455
93394,DOWNLINK,0,"6,",CNTRL-CTA,0.08296744908042901
93395,UPLINK,6,0,CNTRL-RTS,0.08296747114078992
93396,DOWNLINK,0,"6,",CNTRL-CTS,0.08296837160055907
93397,UPLINK,6,0,DATA-ULDATA,0.08296837160055907
93398,DOWNLINK,0,"6,",CNTRL-ACK,0.08297010319218875
93450,DOWNLINK,0,"25,",CNTRL-CTA,0.08301715171882275
93451,UPLINK,25,0,CNTRL-RTS,0.08301719152554912
93452,DOWNLINK,0,"25,",CNTRL-CTS,0.08301807423895281
93453,UPLINK,25,0,DATA-ULDATA,0.08301807423895281
93454,DOWNLINK,0,"25,",CNTRL-ACK,0.0830198058305825
93463,DOWNLINK,0,"23,",CNTRL-CTA,0.08302718599162312
93464,UPLINK,23,0,CNTRL-RTS,0.08302724065578647
93465,DOWNLINK,0,"23,",CNTRL-CTS,0.08302810851175318
93466,UPLINK,23,0,DATA-ULDATA,0.08302810851175318
93467,DOWNLINK,0,"23,",CNTRL-ACK,0.08302984010338287
93512,DOWNLINK,0,"5,27,",CNTRL-CTA,0.08307043098910631
93513,UPLINK,5,0,CNTRL-RTS,0.08307044528533952
93514,DOWNLINK,0,"5,",CNTRL-CTS,0.08307135350923638
93515,UPLINK,5,0,DATA-ULDATA,0.08307135350923638
93516,DOWNLINK,0,"5,",CNTRL-ACK,0.08307308510086606
93615,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.08316349207361373
93616,UPLINK,2,0,CNTRL-RTS,0.08316353465744356
93617,DOWNLINK,0,"2,",CNTRL-CTS,0.0831644145937438
93618,UPLINK,2,0,DATA-ULDATA,0.0831644145937438
93619,DOWNLINK,0,"2,",CNTRL-ACK,0.08316614618537348
93640,DOWNLINK,0,"15,26,",CNTRL-CTA,0.08318459658797504
93641,UPLINK,15,0,CNTRL-RTS,0.08318463568614892
93642,UPLINK,26,0,CNTRL-RTS,0.08318460903399925
93643,DOWNLINK,0,"15,26,",CNTRL-CTS,0.08318551910810511
93644,UPLINK,15,0,DATA-ULDATA,0.08318551910810511
93645,UPLINK,26,0,DATA-ULDATA,0.08318725069973479
93646,DOWNLINK,0,"15,26,",CNTRL-ACK,0.08318898229136447
93716,DOWNLINK,0,"9,22,",CNTRL-CTA,0.08325263618033987
93717,UPLINK,9,0,CNTRL-RTS,0.08325267044705971
93718,DOWNLINK,0,"9,",CNTRL-CTS,0.08325355870046994
93719,UPLINK,9,0,DATA-ULDATA,0.08325355870046994
93720,DOWNLINK,0,"9,",CNTRL-ACK,0.08325529029209962
93834,DOWNLINK,0,"24,",CNTRL-CTA,0.08335953506679847
93835,UPLINK,24,0,CNTRL-RTS,0.0833595870123822
93836,DOWNLINK,0,"24,",CNTRL-CTS,0.08336045758692853
93837,UPLINK,24,0,DATA-ULDATA,0.08336045758692853
93838,DOWNLINK,0,"24,",CNTRL-ACK,0.08336218917855821
93873,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.08339355486298088
93874,UPLINK,10,0,CNTRL-RTS,0.0833935766465702
93875,DOWNLINK,0,"10,",CNTRL-CTS,0.08339447738311094
93876,UPLINK,10,0,DATA-ULDATA,0.08339447738311094
93877,DOWNLINK,0,"10,",CNTRL-ACK,0.08339620897474062
93932,DOWNLINK,0,"12,21,",CNTRL-CTA,0.08344602506176485
93933,UPLINK,21,0,CNTRL-RTS,0.08344604918098573
93934,DOWNLINK,0,"21,",CNTRL-CTS,0.08344694758189491
93935,UPLINK,21,0,DATA-ULDATA,0.08344694758189491
93936,DOWNLINK,0,"21,",CNTRL-ACK,0.0834486791735246
93951,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.08346159445534569
93952,UPLINK,17,0,CNTRL-RTS,0.08346164234480141
93953,DOWNLINK,0,"17,",CNTRL-CTS,0.08346251697547576
93954,UPLINK,17,0,DATA-ULDATA,0.08346251697547576
93955,DOWNLINK,0,"17,",CNTRL-ACK,0.08346424856710544
94046,DOWNLINK,0,"9,22,",CNTRL-CTA,0.08354727537881249
94047,UPLINK,22,0,CNTRL-RTS,0.08354728986584875
94048,DOWNLINK,0,"22,",CNTRL-CTS,0.08354819789894255
94049,UPLINK,22,0,DATA-ULDATA,0.08354819789894255
94050,DOWNLINK,0,"22,",CNTRL-ACK,0.08354992949057223
94094,DOWNLINK,0,"23,",CNTRL-CTA,0.0835895978561656
94095,UPLINK,23,0,CNTRL-RTS,0.08358965252032895
94096,DOWNLINK,0,"23,",CNTRL-CTS,0.08359052037629566
94097,UPLINK,23,0,DATA-ULDATA,0.08359052037629566
94098,DOWNLINK,0,"23,",CNTRL-ACK,0.08359225196792534
94108,DOWNLINK,0,"15,26,",CNTRL-CTA,0.08360055464909605
94109,UPLINK,26,0,CNTRL-RTS,0.08360056709512026
94110,DOWNLINK,0,"26,",CNTRL-CTS,0.08360147716922611
94111,UPLINK,26,0,DATA-ULDATA,0.08360147716922611
94112,DOWNLINK,0,"26,",CNTRL-ACK,0.0836032087608558
94151,DOWNLINK,0,"9,22,",CNTRL-CTA,0.08363826452579877
94152,UPLINK,9,0,CNTRL-RTS,0.0836382987925186
94153,DOWNLINK,0,"9,",CNTRL-CTS,0.08363918704592883
94154,UPLINK,9,0,DATA-ULDATA,0.08363918704592883
94155,DOWNLINK,0,"9,",CNTRL-ACK,0.08364091863755851
94170,DOWNLINK,0,"19,",CNTRL-CTA,0.08365383391937961
94171,UPLINK,19,0,CNTRL-RTS,0.08365387338899868
94172,DOWNLINK,0,"19,",CNTRL-CTS,0.08365475643950968
94173,UPLINK,19,0,DATA-ULDATA,0.08365475643950968
94174,DOWNLINK,0,"19,",CNTRL-ACK,0.08365648803113936
94332,DOWNLINK,0,"12,21,",CNTRL-CTA,0.08380132369156165
94333,UPLINK,12,0,CNTRL-RTS,0.08380135463632234
94334,DOWNLINK,0,"12,",CNTRL-CTS,0.08380224621169172
94335,UPLINK,12,0,DATA-ULDATA,0.08380224621169172
94336,DOWNLINK,0,"12,",CNTRL-ACK,0.0838039778033214
94351,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.0838168930851425
94352,UPLINK,17,0,CNTRL-RTS,0.08381694097459821
94353,DOWNLINK,0,"17,",CNTRL-CTS,0.08381781560527256
94354,UPLINK,17,0,DATA-ULDATA,0.08381781560527256
94355,DOWNLINK,0,"17,",CNTRL-ACK,0.08381954719690224
94386,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.08384722280080459
94387,UPLINK,13,0,CNTRL-RTS,0.08384724085074624
94388,DOWNLINK,0,"13,",CNTRL-CTS,0.08384814532093465
94389,UPLINK,13,0,DATA-ULDATA,0.08384814532093465
94390,DOWNLINK,0,"13,",CNTRL-ACK,0.08384987691256433
94428,DOWNLINK,0,"4,",CNTRL-CTA,0.08388401015737723
94429,UPLINK,4,0,CNTRL-RTS,0.08388404259347762
94430,DOWNLINK,0,"4,",CNTRL-CTS,0.0838849326775073
94431,UPLINK,4,0,DATA-ULDATA,0.0838849326775073
94432,DOWNLINK,0,"4,",CNTRL-ACK,0.08388666426913698
94456,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.08390788223212878
94457,UPLINK,17,0,CNTRL-RTS,0.0839079301215845
94458,DOWNLINK,0,"17,",CNTRL-CTS,0.08390880475225884
94459,UPLINK,17,0,DATA-ULDATA,0.08390880475225884
94460,DOWNLINK,0,"17,",CNTRL-ACK,0.08391053634388852
94493,DOWNLINK,0,"25,",CNTRL-CTA,0.08394005698805103
94494,UPLINK,25,0,CNTRL-RTS,0.0839400967947774
94495,DOWNLINK,0,"25,",CNTRL-CTS,0.0839409795081811
94496,UPLINK,25,0,DATA-ULDATA,0.0839409795081811
94497,DOWNLINK,0,"25,",CNTRL-ACK,0.08394271109981077
94585,DOWNLINK,0,"16,18,",CNTRL-CTA,0.08402297035112759
94586,UPLINK,18,0,CNTRL-RTS,0.08402301792986445
94587,DOWNLINK,0,"18,",CNTRL-CTS,0.08402389287125765
94588,UPLINK,18,0,DATA-ULDATA,0.08402389287125765
94589,DOWNLINK,0,"18,",CNTRL-ACK,0.08402562446288733
94603,DOWNLINK,0,"23,",CNTRL-CTA,0.08403761722457835
94604,UPLINK,23,0,CNTRL-RTS,0.0840376718887417
94605,DOWNLINK,0,"23,",CNTRL-CTS,0.08403853974470842
94606,UPLINK,23,0,DATA-ULDATA,0.08403853974470842
94607,DOWNLINK,0,"23,",CNTRL-ACK,0.0840402713363381
94617,DOWNLINK,0,"15,26,",CNTRL-CTA,0.0840485740175088
94618,UPLINK,26,0,CNTRL-RTS,0.08404858646353301
94619,DOWNLINK,0,"26,",CNTRL-CTS,0.08404949653763887
94620,UPLINK,26,0,DATA-ULDATA,0.08404949653763887
94621,DOWNLINK,0,"26,",CNTRL-ACK,0.08405122812926855
94654,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.08408074877343105
94655,UPLINK,11,0,CNTRL-RTS,0.08408080193369352
94656,DOWNLINK,0,"11,",CNTRL-CTS,0.08408167129356112
94657,UPLINK,11,0,DATA-ULDATA,0.08408167129356112
94658,DOWNLINK,0,"11,",CNTRL-ACK,0.0840834028851908
94697,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.08411845865013377
94698,UPLINK,2,0,CNTRL-RTS,0.0841185012339636
94699,DOWNLINK,0,"2,",CNTRL-CTS,0.08411938117026384
94700,UPLINK,2,0,DATA-ULDATA,0.08411938117026384
94701,DOWNLINK,0,"2,",CNTRL-ACK,0.08412111276189352
94763,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.0841773864898283
94764,UPLINK,13,0,CNTRL-RTS,0.08417740453976995
94765,DOWNLINK,0,"13,",CNTRL-CTS,0.08417830900995836
94766,UPLINK,13,0,DATA-ULDATA,0.08417830900995836
94767,DOWNLINK,0,"13,",CNTRL-ACK,0.08418004060158804
94776,DOWNLINK,0,"1,",CNTRL-CTA,0.08418742076262867
94777,UPLINK,1,0,CNTRL-RTS,0.08418747485471359
94778,DOWNLINK,0,"1,",CNTRL-CTS,0.08418834328275873
94779,UPLINK,1,0,DATA-ULDATA,0.08418834328275873
94780,DOWNLINK,0,"1,",CNTRL-ACK,0.08419007487438841
94831,DOWNLINK,0,"9,22,",CNTRL-CTA,0.08423620088089233
94832,UPLINK,22,0,CNTRL-RTS,0.0842362153679286
94833,DOWNLINK,0,"22,",CNTRL-CTS,0.08423712340102239
94834,UPLINK,22,0,DATA-ULDATA,0.08423712340102239
94835,DOWNLINK,0,"22,",CNTRL-ACK,0.08423885499265207
94837,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.08423977751278215
94838,UPLINK,13,0,CNTRL-RTS,0.0842397955627238
94839,DOWNLINK,0,"13,",CNTRL-CTS,0.08424070003291222
94840,UPLINK,13,0,DATA-ULDATA,0.08424070003291222
94841,DOWNLINK,0,"13,",CNTRL-ACK,0.0842424316245419
94860,DOWNLINK,0,"24,",CNTRL-CTA,0.0842590369868833
94861,UPLINK,24,0,CNTRL-RTS,0.08425908893246704
94862,DOWNLINK,0,"24,",CNTRL-CTS,0.08425995950701337
94863,UPLINK,24,0,DATA-ULDATA,0.08425995950701337
94864,DOWNLINK,0,"24,",CNTRL-ACK,0.08426169109864305
94897,DOWNLINK,0,"15,26,",CNTRL-CTA,0.08429121174280556
94898,UPLINK,26,0,CNTRL-RTS,0.08429122418882977
94899,DOWNLINK,0,"26,",CNTRL-CTS,0.08429213426293562
94900,UPLINK,26,0,DATA-ULDATA,0.08429213426293562
94901,DOWNLINK,0,"26,",CNTRL-ACK,0.0842938658545653
94934,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.08432338649872781
94935,UPLINK,11,0,CNTRL-RTS,0.08432343965899028
94936,DOWNLINK,0,"11,",CNTRL-CTS,0.08432430901885787
94937,UPLINK,11,0,DATA-ULDATA,0.08432430901885787
94938,DOWNLINK,0,"11,",CNTRL-ACK,0.08432604061048755
94946,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.0843324982513981
94947,UPLINK,2,0,CNTRL-RTS,0.08433254083522793
94948,DOWNLINK,0,"2,",CNTRL-CTS,0.08433342077152817
94949,UPLINK,2,0,DATA-ULDATA,0.08433342077152817
94950,DOWNLINK,0,"2,",CNTRL-ACK,0.08433515236315785
94981,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.0843628279670602
94982,UPLINK,14,0,CNTRL-RTS,0.08436287503593232
94983,DOWNLINK,0,"14,",CNTRL-CTS,0.08436375048719026
94984,UPLINK,14,0,DATA-ULDATA,0.08436375048719026
94985,DOWNLINK,0,"14,",CNTRL-ACK,0.08436548207881994
95001,DOWNLINK,0,"12,21,",CNTRL-CTA,0.08437931988077112
95002,UPLINK,12,0,CNTRL-RTS,0.0843793508255318
95003,DOWNLINK,0,"12,",CNTRL-CTS,0.08438024240090118
95004,UPLINK,12,0,DATA-ULDATA,0.08438024240090118
95005,DOWNLINK,0,"12,",CNTRL-ACK,0.08438197399253086
95063,DOWNLINK,0,"6,",CNTRL-CTA,0.08443455763994533
95064,UPLINK,6,0,CNTRL-RTS,0.08443457970030624
95065,DOWNLINK,0,"6,",CNTRL-CTS,0.08443548016007539
95066,UPLINK,6,0,DATA-ULDATA,0.08443548016007539
95067,DOWNLINK,0,"6,",CNTRL-ACK,0.08443721175170507
95080,DOWNLINK,0,"5,27,",CNTRL-CTA,0.08444828199326601
95081,UPLINK,27,0,CNTRL-RTS,0.08444831414176233
95082,DOWNLINK,0,"27,",CNTRL-CTS,0.08444920451339608
95083,UPLINK,27,0,DATA-ULDATA,0.08444920451339608
95084,DOWNLINK,0,"27,",CNTRL-ACK,0.08445093610502576
95106,DOWNLINK,0,"12,21,",CNTRL-CTA,0.0844703090277574
95107,UPLINK,21,0,CNTRL-RTS,0.08447033314697829
95108,DOWNLINK,0,"21,",CNTRL-CTS,0.08447123154788747
95109,UPLINK,21,0,DATA-ULDATA,0.08447123154788747
95110,DOWNLINK,0,"21,",CNTRL-ACK,0.08447296313951715
95134,DOWNLINK,0,"1,",CNTRL-CTA,0.08449418110250895
95135,UPLINK,1,0,CNTRL-RTS,0.08449423519459387
95136,DOWNLINK,0,"1,",CNTRL-CTS,0.08449510362263901
95137,UPLINK,1,0,DATA-ULDATA,0.08449510362263901
95138,DOWNLINK,0,"1,",CNTRL-ACK,0.08449683521426869
95148,DOWNLINK,0,"24,",CNTRL-CTA,0.0845051378954394
95149,UPLINK,24,0,CNTRL-RTS,0.08450518984102313
95150,DOWNLINK,0,"24,",CNTRL-CTS,0.08450606041556946
95151,UPLINK,24,0,DATA-ULDATA,0.08450606041556946
95152,DOWNLINK,0,"24,",CNTRL-ACK,0.08450779200719914
95257,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.08460373410072729
95258,UPLINK,13,0,CNTRL-RTS,0.08460375215066894
95259,DOWNLINK,0,"13,",CNTRL-CTS,0.08460465662085735
95260,UPLINK,13,0,DATA-ULDATA,0.08460465662085735
95261,DOWNLINK,0,"13,",CNTRL-ACK,0.08460638821248703
95292,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.08463406381638938
95293,UPLINK,13,0,CNTRL-RTS,0.08463408186633103
95294,DOWNLINK,0,"13,",CNTRL-CTS,0.08463498633651945
95295,UPLINK,13,0,DATA-ULDATA,0.08463498633651945
95296,DOWNLINK,0,"13,",CNTRL-ACK,0.08463671792814913
95436,DOWNLINK,0,"12,21,",CNTRL-CTA,0.08476494822623001
95437,UPLINK,12,0,CNTRL-RTS,0.0847649791709907
95438,DOWNLINK,0,"12,",CNTRL-CTS,0.08476587074636008
95439,UPLINK,12,0,DATA-ULDATA,0.08476587074636008
95440,DOWNLINK,0,"12,",CNTRL-ACK,0.08476760233798976
95471,DOWNLINK,0,"12,21,",CNTRL-CTA,0.08479527794189211
95472,UPLINK,12,0,CNTRL-RTS,0.08479530888665279
95473,DOWNLINK,0,"12,",CNTRL-CTS,0.08479620046202217
95474,UPLINK,12,0,DATA-ULDATA,0.08479620046202217
95475,DOWNLINK,0,"12,",CNTRL-ACK,0.08479793205365185
95521,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.08483944545950538
95522,UPLINK,17,0,CNTRL-RTS,0.0848394933489611
95523,DOWNLINK,0,"17,",CNTRL-CTS,0.08484036797963544
95524,UPLINK,17,0,DATA-ULDATA,0.08484036797963544
95525,DOWNLINK,0,"17,",CNTRL-ACK,0.08484209957126512
95528,DOWNLINK,0,"7,",CNTRL-CTA,0.08484394461152528
95529,UPLINK,7,0,CNTRL-RTS,0.08484399704546404
95530,DOWNLINK,0,"7,",CNTRL-CTS,0.08484486713165534
95531,UPLINK,7,0,DATA-ULDATA,0.08484486713165534
95532,DOWNLINK,0,"7,",CNTRL-ACK,0.08484659872328502
95563,DOWNLINK,0,"7,",CNTRL-CTA,0.08487427432718737
95564,UPLINK,7,0,CNTRL-RTS,0.08487432676112613
95565,DOWNLINK,0,"7,",CNTRL-CTS,0.08487519684731744
95566,UPLINK,7,0,DATA-ULDATA,0.08487519684731744
95567,DOWNLINK,0,"7,",CNTRL-ACK,0.08487692843894712
95781,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.0850734252266538
95782,UPLINK,2,0,CNTRL-RTS,0.08507346781048362
95783,DOWNLINK,0,"2,",CNTRL-CTS,0.08507434774678387
95784,UPLINK,2,0,DATA-ULDATA,0.08507434774678387
95785,DOWNLINK,0,"2,",CNTRL-ACK,0.08507607933841355
95863,DOWNLINK,0,"12,21,",CNTRL-CTA,0.08514711338842958
95864,UPLINK,21,0,CNTRL-RTS,0.08514713750765046
95865,DOWNLINK,0,"21,",CNTRL-CTS,0.08514803590855964
95866,UPLINK,21,0,DATA-ULDATA,0.08514803590855964
95867,DOWNLINK,0,"21,",CNTRL-ACK,0.08514976750018932
95870,DOWNLINK,0,"24,",CNTRL-CTA,0.08515161254044948
95871,UPLINK,24,0,CNTRL-RTS,0.08515166448603322
95872,DOWNLINK,0,"24,",CNTRL-CTS,0.08515253506057954
95873,UPLINK,24,0,DATA-ULDATA,0.08515253506057954
95874,DOWNLINK,0,"24,",CNTRL-ACK,0.08515426665220922
95878,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.08515703421259946
95879,UPLINK,8,0,CNTRL-RTS,0.08515708752905356
95880,UPLINK,10,0,CNTRL-RTS,0.08515705599618878
95881,DOWNLINK,0,"8,10,",CNTRL-CTS,0.08515795673272952
95882,UPLINK,8,0,DATA-ULDATA,0.08515795673272952
95883,UPLINK,10,0,DATA-ULDATA,0.0851596883243592
95884,DOWNLINK,0,"8,10,",CNTRL-ACK,0.08516141991598888
95936,DOWNLINK,0,"19,",CNTRL-CTA,0.08520846844262288
95937,UPLINK,19,0,CNTRL-RTS,0.08520850791224195
95938,DOWNLINK,0,"19,",CNTRL-CTS,0.08520939096275294
95939,UPLINK,19,0,DATA-ULDATA,0.08520939096275294
95940,DOWNLINK,0,"19,",CNTRL-ACK,0.08521112255438262
95964,DOWNLINK,0,"3,",CNTRL-CTA,0.08523234051737442
95965,UPLINK,3,0,CNTRL-RTS,0.0852323572845728
95966,DOWNLINK,0,"3,",CNTRL-CTS,0.08523326303750449
95967,UPLINK,3,0,DATA-ULDATA,0.08523326303750449
95968,DOWNLINK,0,"3,",CNTRL-ACK,0.08523499462913417
95990,DOWNLINK,0,"16,18,",CNTRL-CTA,0.08525436755186581
95991,UPLINK,16,0,CNTRL-RTS,0.08525441030207911
95992,DOWNLINK,0,"16,",CNTRL-CTS,0.08525529007199588
95993,UPLINK,16,0,DATA-ULDATA,0.08525529007199588
95994,DOWNLINK,0,"16,",CNTRL-ACK,0.08525702166362556
96020,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.08528008466687752
96021,UPLINK,8,0,CNTRL-RTS,0.08528013798333162
96022,DOWNLINK,0,"8,",CNTRL-CTS,0.08528100718700758
96023,UPLINK,8,0,DATA-ULDATA,0.08528100718700758
96024,DOWNLINK,0,"8,",CNTRL-ACK,0.08528273877863726
96032,DOWNLINK,0,"2,13,14,17,",CNTRL-CTA,0.08528919641954781
96033,UPLINK,17,0,CNTRL-RTS,0.08528924430900353
96034,DOWNLINK,0,"17,",CNTRL-CTS,0.08529011893967788
96035,UPLINK,17,0,DATA-ULDATA,0.08529011893967788
96036,DOWNLINK,0,"17,",CNTRL-ACK,0.08529185053130756
96078,DOWNLINK,0,"23,",CNTRL-CTA,0.08532967385664077
96079,UPLINK,23,0,CNTRL-RTS,0.08532972852080412
96080,DOWNLINK,0,"23,",CNTRL-CTS,0.08533059637677083
96081,UPLINK,23,0,DATA-ULDATA,0.08533059637677083
96082,DOWNLINK,0,"23,",CNTRL-ACK,0.08533232796840051
96094,DOWNLINK,0,"8,10,11,",CNTRL-CTA,0.08534247568983137
96095,UPLINK,11,0,CNTRL-RTS,0.08534252885009384
96096,DOWNLINK,0,"11,",CNTRL-CTS,0.08534339820996144
96097,UPLINK,11,0,DATA-ULDATA,0.08534339820996144
96098,DOWNLINK,0,"11,",CNTRL-ACK,0.08534512980159112
96165,DOWNLINK,0,"16,18,",CNTRL-CTA,0.08540601613017629
96166,UPLINK,16,0,CNTRL-RTS,0.08540605888038959
96167,DOWNLINK,0,"16,",CNTRL-CTS,0.08540693865030635
96168,UPLINK,16,0,DATA-ULDATA,0.08540693865030635
96169,DOWNLINK,0,"16,",CNTRL-ACK,0.08540867024193603
96214,DOWNLINK,0,"23,",CNTRL-CTA,0.08544926112765948
96215,UPLINK,23,0,CNTRL-RTS,0.08544931579182283
96216,DOWNLINK,0,"23,",CNTRL-CTS,0.08545018364778954
96217,UPLINK,23,0,DATA-ULDATA,0.08545018364778954
96218,DOWNLINK,0,"23,",CNTRL-ACK,0.08545191523941922
96278,DOWNLINK,0,"1,",CNTRL-CTA,0.08550634392709384
96279,UPLINK,1,0,CNTRL-RTS,0.08550639801917877
96280,DOWNLINK,0,"1,",CNTRL-CTS,0.08550726644722391
96281,UPLINK,1,0,DATA-ULDATA,0.08550726644722391
96282,DOWNLINK,0,"1,",CNTRL-ACK,0.08550899803885359
96350,DOWNLINK,0,"20,",CNTRL-CTA,0.08557080688756884
